date;mix_name;cement;sand;gravel;water;plasticizer_kg;plasticizer_type;fly_ash;microsilica_kg;microsilica_type;pm;kmv;mineral_powder;mineral_additive;dolomite;ak5;ak6;strength_1;strength_3;strength_7;strength_28
07.02.2021;Синтетический состав 16;280,0;840,0;1010,0;180,0;2,69;ST 4.3.1.;0,0;0,0;;0,0;0,0;39,6;0,0;0,0;0,0;0,0;17,4;26,6;33,2;41,2
10.02.2021;Синтетический состав 17;320,0;840,0;1010,0;180,0;2,62;ST 4.3.1.;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17,2;25,5;27,5;33,8
12.02.2021;Синтетический состав 18;251,0;850,0;1015,0;180,0;2,51;ST 4.3.1.;0,0;0,0;;0,0;55,5;0,0;5,1;0,0;0,0;0,0;16,1;25,0;30,9;37,6
13.02.2021;Синтетический состав 19;272,0;840,0;1010,0;180,0;2,63;ST 4.3.1.;0,0;0,0;;0,0;0,0;0,0;48,0;0,0;0,0;0,0;15,9;25,4;31,5;39,1
15.02.2021;Синтетический состав 20;306,0;840,0;1010,0;180,0;2,56;ST 4.3.1.;0,0;0,0;;0,0;0,0;0,0;14,2;0,0;0,0;0,0;17,7;27,0;33,3;41,0
21.02.2021;Синтетический состав 21;318,0;843,0;1010,0;180,0;2,69;ST 4.3.1.;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17,7;27,0;33,3;41,0
02.03.2021;Синтетический состав 22;278,0;840,0;1010,0;180,0;2,72;ST 4.3.1.;0,0;0,0;;0,0;0,0;0,0;41,5;0,0;0,0;0,0;18,1;26,5;32,4;39,8
03.03.2021;Синтетический состав 23;330,0;830,0;1010,0;180,0;2,89;ST 4.3.1.;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;15,7;25,5;27,6;33,6
06.03.2021;Синтетический состав 24;289,0;846,0;1016,0;180,0;2,8;ST 4.3.3.;0,0;0,0;;0,0;0,0;19,4;0,0;0,0;0,0;0,0;17,4;26,6;33,2;41,2
07.03.2021;Синтетический состав 25;325,0;835,0;1010,0;180,0;2,81;ST 4.3.1.;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16,1;24,7;27,2;33,2
07.03.2021;Синтетический состав 26;320,0;840,0;1010,0;180,0;2,6;ST 4.3.1.;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17,2;25,5;27,5;33,8
08.03.2021;Синтетический состав 27;286,0;845,0;1015,0;180,0;2,78;ST 4.3.1.;0,0;0,0;;0,0;0,0;0,0;24,5;0,0;0,0;0,0;17,4;26,6;33,2;41,2
12.03.2021;Синтетический состав 28;267,0;842,0;1011,0;180,0;2,67;ST 4.3.1.;0,0;0,0;;0,0;13,3;0,0;37,7;0,0;0,0;0,0;15,9;24,9;30,9;38,1
19.03.2021;Синтетический состав 29;323,0;837,0;1010,0;180,0;2,62;ST 4.3.1.;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17,2;25,5;27,5;33,8
20.03.2021;Синтетический состав 30;298,0;840,0;1010,0;180,0;2,63;ST 4.3.1.;0,0;0,0;;0,0;0,0;22,0;0,0;0,0;0,0;0,0;17,7;27,0;33,3;41,0
20.03.2021;Синтетический состав 31;266,0;833,0;1014,0;180,0;2,66;ST 4.3.1.;0,0;0,0;;0,0;49,1;12,3;0,0;0,0;0,0;0,0;15,4;25,1;30,8;38,2
24.03.2021;Синтетический состав 32;259,0;846,0;1013,0;180,0;2,59;ST 4.3.1.;0,0;0,0;;0,0;34,7;21,1;0,0;0,0;0,0;0,0;17,0;25,9;31,3;38,4
24.03.2021;Синтетический состав 33;326,0;834,0;1010,0;180,0;2,83;ST 4.3.1.;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16,1;24,7;27,2;33,2
26.03.2021;Синтетический состав 34;270,0;841,0;1010,0;180,0;2,7;ST 4.3.1.;0,0;0,0;;0,0;4,0;44,9;0,0;0,0;0,0;0,0;15,9;24,9;30,9;38,1
26.03.2021;Синтетический состав 35;316,0;847,0;1010,0;180,0;2,64;ST 4.3.1.;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17,7;27,0;33,3;41,0
03.04.2021;Синтетический состав 36;317,0;846,0;1010,0;180,0;2,66;ST 4.3.1.;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17,7;27,0;33,3;41,0
07.04.2021;Синтетический состав 37;334,0;826,0;1010,0;180,0;2,91;ST 4.3.1.;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;15,7;25,5;27,6;33,6
12.04.2021;Синтетический состав 38;320,0;840,0;1010,0;180,0;2,71;ST 4.3.1.;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17,2;25,5;27,5;33,8
20.04.2021;Синтетический состав 39;313,0;844,0;1014,0;180,0;2,67;ST 4.3.1.;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17,7;27,0;33,3;41,0
23.04.2021;Синтетический состав 40;314,0;840,0;1010,0;180,0;2,56;ST 4.3.1.;0,0;0,0;;0,0;0,0;0,0;6,1;0,0;0,0;0,0;17,7;27,0;33,3;41,0
27.04.2021;Синтетический состав 41;336,0;820,0;1010,0;181,0;3,04;ST 4.3.1.;0,0;0,0;;0,0;0,0;2,9;0,0;0,0;0,0;0,0;15,7;25,5;27,6;33,6
27.04.2021;Синтетический состав 42;307,0;857,0;1013,0;180,0;2,62;ST 4.3.1.;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17,7;27,0;33,3;41,0
28.04.2021;Синтетический состав 43;326,0;834,0;1010,0;180,0;2,83;ST 4.3.1.;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16,1;24,7;27,2;33,2
02.05.2021;Синтетический состав 44;285,0;854,0;964,0;187,0;0,83;ST 4.3.1.;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,7;14,0;21,8;28,8
02.05.2021;Синтетический состав 45;338,0;819,0;1000,0;181,0;3,03;ST 4.3.1.;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17,1;27,2;27,6;36,7
03.05.2021;Синтетический состав 46;287,0;853,0;962,0;186,0;1,03;ST 4.3.1.;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,7;14,0;21,8;28,8
10.05.2021;Синтетический состав 47;318,0;844,0;1010,0;180,0;2,55;ST 4.3.1.;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17,7;27,0;33,3;41,0
11.05.2021;Синтетический состав 48;255,0;852,0;1015,0;180,0;2,48;ST 4.3.1.;0,0;0,0;;0,0;55,0;0,0;0,0;0,0;0,0;0,0;16,1;25,0;30,9;37,6
11.05.2021;Синтетический состав 49;321,0;839,0;1010,0;180,0;2,74;ST 4.3.1.;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17,2;25,5;27,5;33,8
13.05.2021;Синтетический состав 50;323,0;837,0;1010,0;180,0;2,65;ST 4.3.1.;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17,2;25,5;27,5;33,8
14.05.2021;Синтетический состав 51;333,0;827,0;1010,0;180,0;2,89;ST 4.3.1.;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;15,7;25,5;27,6;33,6
17.05.2021;Синтетический состав 52;291,0;852,0;960,0;184,0;1,5;ST 4.3.1.;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,7;14,0;21,8;28,8
18.05.2021;Синтетический состав 53;286,0;854,0;963,0;187,0;0,91;ST 4.3.1.;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,7;14,0;21,8;28,8
18.05.2021;Синтетический состав 54;316,0;840,0;1010,0;180,0;2,56;ST 4.3.1.;0,0;0,0;;0,0;0,0;0,0;4,5;0,0;0,0;0,0;17,7;27,0;33,3;41,0
24.05.2021;Синтетический состав 55;326,0;834,0;1010,0;180,0;2,83;ST 4.3.1.;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16,1;24,7;27,2;33,2
25.05.2021;Синтетический состав 56;315,0;850,0;1010,0;180,0;2,61;ST 4.3.1.;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17,7;27,0;33,3;41,0
01.06.2021;Синтетический состав 57;302,0;856,0;1010,0;180,0;2,51;ST 4.3.1.;0,0;0,0;;0,0;0,0;0,0;9,9;0,0;0,0;0,0;17,7;27,0;33,3;41,0
02.06.2021;Синтетический состав 58;276,0;842,0;1010,0;180,0;2,55;ST 4.3.1.;0,0;0,0;;0,0;0,0;0,0;43,5;0,0;0,0;0,0;15,9;25,4;31,5;39,1
03.06.2021;Синтетический состав 59;291,0;852,0;960,0;184,0;1,43;ST 4.3.1.;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,7;14,0;21,8;28,8
07.06.2021;Синтетический состав 60;329,0;831,0;1010,0;180,0;2,78;ST 4.3.1.;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;15,7;25,5;27,6;33,6
10.06.2021;Синтетический состав 61;335,0;825,0;1010,0;180,0;2,97;ST 4.3.1.;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;15,7;25,5;27,6;33,6
10.06.2021;Синтетический состав 62;304,0;824,0;1009,0;187,0;2,84;ST 4.3.1.;0,0;0,0;;0,0;0,0;28,0;0,0;0,0;0,0;0,0;14,2;24,0;28,0;35,8
13.06.2021;Синтетический состав 63;317,0;846,0;1010,0;180,0;2,54;ST 4.3.1.;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17,7;27,0;33,3;41,0
17.06.2021;Синтетический состав 64;332,0;828,0;1010,0;180,0;2,85;ST 4.3.1.;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;15,7;25,5;27,6;33,6
25.06.2021;Синтетический состав 65;294,0;825,0;1009,0;188,0;2,8;ST 4.3.1.;0,0;0,0;;0,0;0,0;8,0;0,0;27,7;0,0;0,0;15,1;25,2;31,0;38,2
27.06.2021;Синтетический состав 66;291,0;825,0;1009,0;188,0;2,8;ST 4.3.1.;0,0;0,0;;0,0;0,0;0,0;0,0;39,9;0,0;0,0;15,3;25,1;30,2;37,4
02.07.2021;Синтетический состав 67;303,0;824,0;1009,0;187,0;2,84;ST 4.3.1.;0,0;0,0;;0,0;0,0;28,5;0,0;0,0;0,0;0,0;14,2;24,0;28,0;35,8
04.07.2021;Синтетический состав 68;290,0;825,0;1009,0;188,0;2,8;ST 4.3.1.;0,0;0,0;;0,0;0,0;20,5;0,0;19,5;0,0;0,0;15,3;25,1;30,2;37,4
04.07.2021;Синтетический состав 69;330,0;825,0;1009,0;188,0;2,8;ST 4.3.1.;36,8;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,5;24,4;27,0;31,3
04.07.2021;Синтетический состав 70;328,0;825,0;1009,0;188,0;2,8;ST 4.3.1.;30,6;0,0;;0,0;0,0;0,0;0,0;2,4;0,0;0,0;13,6;24,4;27,0;31,3
05.07.2021;Синтетический состав 71;293,0;825,0;1009,0;188,0;2,8;ST 4.3.1.;0,0;0,0;;0,0;0,0;0,0;0,0;37,5;0,0;0,0;15,3;25,1;30,2;37,4
06.07.2021;Синтетический состав 72;304,0;854,0;1016,0;180,0;2,72;ST 4.3.3.;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17,7;27,0;33,3;41,0
07.07.2021;Синтетический состав 73;282,0;825,0;1009,0;188,0;2,8;ST 4.3.1.;0,0;0,0;;0,0;0,0;2,6;0,0;46,1;0,0;0,0;15,3;25,1;30,2;37,4
08.07.2021;Синтетический состав 74;319,0;823,0;1007,0;177,0;3,74;ST 4.3.1.;73,8;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,9;16,3;31,8;29,3
08.07.2021;Синтетический состав 75;317,0;846,0;1010,0;180,0;2,65;ST 4.3.1.;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17,7;27,0;33,3;41,0
08.07.2021;Синтетический состав 76;288,0;853,0;962,0;186,0;1,12;ST 4.3.1.;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,7;14,0;21,8;28,8
17.07.2021;Синтетический состав 77;274,0;828,0;1012,0;185,0;2,73;ST 4.3.1.;0,0;0,0;;0,0;27,7;29,0;0,0;0,0;0,0;0,0;15,3;25,1;30,2;37,4
19.07.2021;Синтетический состав 78;337,0;818,0;993,0;181,0;3,02;ST 4.3.1.;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17,1;27,2;27,6;36,7
20.07.2021;Синтетический состав 79;290,0;849,0;1010,0;180,0;2,62;ST 4.3.1.;0,0;0,0;;0,0;0,0;25,7;0,0;0,0;0,0;0,0;17,7;27,0;33,3;41,0
23.07.2021;Синтетический состав 80;332,0;824,0;1009,0;186,0;2,86;ST 4.3.1.;25,4;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,6;24,4;27,0;31,3
28.07.2021;Синтетический состав 81;309,0;857,0;1009,0;171,0;4,24;ST 4.3.1.;53,7;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16,2;25,8;31,7;38,5
28.07.2021;Синтетический состав 82;291,0;825,0;1009,0;188,0;2,8;ST 4.3.1.;0,0;0,0;;0,0;0,0;19,9;0,0;19,8;0,0;0,0;15,3;25,1;30,2;37,4
04.08.2021;Синтетический состав 83;332,0;829,0;1013,0;181,0;3,08;ST 4.3.1.;46,5;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;15,0;26,0;28,8;34,0
05.08.2021;Синтетический состав 84;289,0;825,0;1009,0;188,0;2,8;ST 4.3.1.;0,0;0,0;;0,0;0,0;0,0;0,0;41,9;0,0;0,0;15,3;25,1;30,2;37,4
11.08.2021;Синтетический состав 85;291,0;825,0;1009,0;188,0;2,8;ST 4.3.1.;0,0;0,0;;0,0;0,0;17,7;0,0;21,3;0,0;0,0;15,3;25,1;30,2;37,4
11.08.2021;Синтетический состав 86;288,0;825,0;1009,0;188,0;2,8;ST 4.3.1.;0,0;0,0;;0,0;0,0;0,0;0,0;42,6;0,0;0,0;15,3;25,1;30,2;37,4
12.08.2021;Синтетический состав 87;311,0;834,0;1010,0;183,0;2,65;ST 4.3.1.;0,0;0,0;;0,0;0,0;12,8;0,0;0,0;0,0;0,0;15,1;25,2;30,5;38,3
14.08.2021;Синтетический состав 88;282,0;825,0;1009,0;188,0;2,8;ST 4.3.1.;0,0;0,0;;0,0;0,0;46,1;0,0;2,6;0,0;0,0;15,3;25,1;30,2;37,4
15.08.2021;Синтетический состав 89;331,0;827,0;1011,0;185,0;2,93;ST 4.3.1.;48,4;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;15,8;26,2;28,3;32,7
16.08.2021;Синтетический состав 90;332,0;824,0;1009,0;186,0;2,86;ST 4.3.1.;25,5;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,6;24,4;27,0;31,3
19.08.2021;Синтетический состав 91;335,0;834,0;1019,0;172,0;3,48;ST 4.3.1.;41,4;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;15,0;26,0;28,8;34,0
21.08.2021;Синтетический состав 92;367,0;812,0;993,0;170,0;4,54;ST 4.3.1.;59,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,9;24,9;26,8;34,4
25.08.2021;Синтетический состав 93;297,0;825,0;1009,0;188,0;2,8;ST 4.3.1.;0,0;0,0;;0,0;0,0;26,5;0,0;6,5;0,0;0,0;15,1;25,2;30,5;38,3
26.08.2021;Синтетический состав 94;336,0;836,0;1022,0;167,0;3,68;ST 4.3.1.;38,9;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;15,0;26,0;28,8;34,0
29.08.2021;Синтетический состав 95;344,0;820,0;1003,0;181,0;3,44;ST 4.3.1.;53,3;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,9;24,9;26,8;34,4
01.09.2021;Синтетический состав 96;294,0;825,0;1009,0;188,0;2,8;ST 4.3.1.;0,0;0,0;;0,0;0,0;27,7;0,0;8,0;0,0;0,0;15,1;25,2;31,0;38,2
02.09.2021;Синтетический состав 97;293,0;825,0;1009,0;188,0;2,8;ST 4.3.1.;0,0;0,0;;0,0;0,0;37,6;0,0;0,0;0,0;0,0;15,3;25,1;30,2;37,4
03.09.2021;Синтетический состав 98;332,0;824,0;1009,0;187,0;2,84;ST 4.3.1.;27,7;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,6;24,4;27,0;31,3
04.09.2021;Синтетический состав 99;314,0;836,0;1010,0;182,0;2,63;ST 4.3.1.;0,0;0,0;;0,0;0,0;0,0;0,0;9,0;0,0;0,0;16,2;25,8;31,8;39,4
07.09.2021;Синтетический состав 100;330,0;825,0;1009,0;188,0;2,8;ST 4.3.1.;38,6;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,5;24,4;27,0;31,3
08.09.2021;Синтетический состав 101;287,0;831,0;1009,0;185,0;2,77;ST 4.3.1.;0,0;0,0;;0,0;0,0;18,7;0,0;20,1;0,0;0,0;15,1;25,2;31,0;38,2
09.09.2021;Синтетический состав 102;280,0;827,0;1009,0;187,0;2,78;ST 4.3.1.;0,0;0,0;;0,0;0,0;0,0;4,8;45,0;0,0;0,0;15,3;25,1;30,2;37,4
14.09.2021;Синтетический состав 103;289,0;825,0;1009,0;188,0;2,8;ST 4.3.1.;0,0;0,0;;0,0;0,0;16,1;0,0;25,6;0,0;0,0;15,3;25,1;30,2;37,4
14.09.2021;Синтетический состав 104;286,0;825,0;1009,0;188,0;2,8;ST 4.3.1.;0,0;0,0;;0,0;0,0;44,7;0,0;0,0;0,0;0,0;15,3;25,1;30,2;37,4
15.09.2021;Синтетический состав 105;313,0;832,0;1016,0;183,0;3,09;ST 4.3.1.;58,1;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;14,7;25,3;29,8;36,2
17.09.2021;Синтетический состав 106;274,0;836,0;1010,0;182,0;2,63;ST 4.3.1.;0,0;0,0;;0,0;0,0;13,5;35,0;0,0;0,0;0,0;15,3;25,3;31,1;38,3
17.09.2021;Синтетический состав 107;304,0;829,0;1009,0;186,0;2,78;ST 4.3.1.;0,0;0,0;;0,0;0,0;23,2;0,0;0,0;0,0;0,0;15,1;25,2;30,5;38,3
18.09.2021;Синтетический состав 108;330,0;825,0;1009,0;188,0;2,8;ST 4.3.1.;46,8;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,6;24,4;27,0;31,3
19.09.2021;Синтетический состав 109;311,0;834,0;1010,0;183,0;2,66;ST 4.3.1.;0,0;0,0;;0,0;0,0;13,5;0,0;0,0;0,0;0,0;15,1;25,2;30,5;38,3
20.09.2021;Синтетический состав 110;311,0;834,0;1010,0;183,0;2,66;ST 4.3.1.;0,0;0,0;;0,0;0,0;13,6;0,0;0,0;0,0;0,0;15,1;25,2;30,5;38,3
20.09.2021;Синтетический состав 111;367,0;812,0;993,0;170,0;4,55;ST 4.3.1.;59,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,9;24,9;26,8;34,4
05.04.2023;Синтетический состав 112;294,0;848,0;1018,0;180,0;2,82;ST 4.3.3.;0,0;0,0;;0,0;0,0;10,3;0,0;0,0;0,0;0,0;17,7;27,0;33,3;41,0
05.05.2023;Синтетический состав 113;309,0;859,0;1011,0;180,0;2,52;ST 4.3.1.;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17,7;27,0;33,3;41,0
10.05.2023;Синтетический состав 114;318,0;841,0;1011,0;180,0;2,73;ST 4.3.1.;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17,7;27,0;33,3;41,0
02.06.2023;Синтетический состав 115;302,0;852,0;1018,0;180,0;2,79;ST 4.3.3.;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17,7;27,0;33,3;41,0
24.06.2023;Синтетический состав 116;267,0;846,0;1014,0;180,0;2,85;ST 4.3.1.;0,0;6,5;;0,0;0,0;0,0;36,8;0,0;0,0;0,0;17,0;25,9;31,3;38,4
26.06.2023;Синтетический состав 117;252,0;865,0;1025,0;180,0;2,6;ST 4.3.3.;0,0;28,0;МК-95;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,4;15,7;22,3;32,4
28.06.2023;Синтетический состав 118;270,0;842,0;1011,0;181,0;2,81;ST 4.3.1.;0,0;2,3;;0,0;0,0;44,0;0,0;0,0;0,0;0,0;15,9;24,9;30,9;38,1
29.06.2023;Синтетический состав 119;270,0;843,0;1012,0;180,0;2,78;ST 4.3.1.;0,0;3,0;;0,0;0,0;42,9;0,0;0,0;0,0;0,0;18,1;26,5;32,4;39,8
18.07.2023;Синтетический состав 120;250,0;860,0;1022,0;180,0;2,97;ST 4.3.3.;0,0;17,1;МК-65;0,0;24,1;0,0;0,0;0,0;0,0;0,0;9,5;18,6;25,9;36,0
26.07.2023;Синтетический состав 121;282,0;856,0;1022,0;184,0;3,19;ST 4.3.3.;0,0;10,3;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16,4;25,3;31,0;37,4
27.07.2023;Синтетический состав 122;252,0;865,0;1025,0;182,0;3,35;ST 4.3.3.;0,0;28,0;МК-65;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,4;15,7;22,3;32,4
28.07.2023;Синтетический состав 123;249,0;856,0;1019,0;180,0;2,78;ST 4.3.1.;0,0;10,3;;0,0;39,1;0,0;0,0;0,0;0,0;0,0;14,6;23,7;29,8;37,6
01.08.2023;Синтетический состав 124;252,0;865,0;1025,0;190,0;3,73;ST 4.3.3.;0,0;28,0;МК-95;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,4;15,7;22,3;32,4
07.08.2023;Синтетический состав 125;252,0;865,0;1025,0;181,0;3,32;ST 4.3.3.;0,0;28,0;МК-65;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,4;15,7;22,3;32,4
08.08.2023;Синтетический состав 126;317,0;851,0;1011,0;184,0;0,0;;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;2,75;0,0;16,3;22,4;27,0;35,9
12.08.2023;Синтетический состав 127;253,0;863,0;1024,0;180,0;3,24;ST 4.3.3.;0,0;26,2;МК-65;0,0;0,0;3,1;0,0;0,0;0,0;0,0;7,7;17,4;24,3;34,5
14.08.2023;Синтетический состав 128;320,0;860,0;1010,0;180,0;0,0;;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;2,1;16,3;22,4;27,0;35,9
15.08.2023;Синтетический состав 129;251,0;860,0;1022,0;180,0;2,98;ST 4.3.3.;0,0;17,7;МК-65;0,0;22,9;0,0;0,0;0,0;0,0;0,0;7,7;17,4;24,3;34,5
15.08.2023;Синтетический состав 130;258,0;858,0;1021,0;188,0;3,47;ST 4.3.3.;0,0;19,8;МК-95;0,0;0,0;14,0;0,0;0,0;0,0;0,0;6,4;15,7;22,3;32,4
17.08.2023;Синтетический состав 131;252,0;865,0;1025,0;181,0;3,32;ST 4.3.3.;0,0;28,0;МК-65;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,4;15,7;22,3;32,4
18.08.2023;Синтетический состав 132;317,0;852,0;1011,0;183,0;0,0;;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;2,75;0,0;16,3;22,4;27,0;35,9
18.08.2023;Синтетический состав 133;270,0;859,0;1023,0;180,0;3,12;ST 4.3.3.;0,0;17,3;МК-65;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,7;17,4;24,3;34,5
24.08.2023;Синтетический состав 134;314,0;843,0;1011,0;187,0;0,0;;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;2,75;0,0;14,5;19,9;24,1;33,9
24.08.2023;Синтетический состав 135;320,0;860,0;1010,0;180,0;0,0;;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;1,0;1,3;16,3;22,4;27,0;35,9
28.08.2023;Синтетический состав 136;251,0;861,0;1022,0;180,0;3,05;ST 4.3.3.;0,0;20,0;МК-65;0,0;17,7;0,0;0,0;0,0;0,0;0,0;7,7;17,4;24,3;34,5
